job_title,company_name,company_page,location,job_type,Experience Level,Yrs of Exp,skills
Senior Accountant,Confidential -,,"Maadi, Cairo, Egypt",Full Time / On-site,Experienced,8 - 15 Yrs of Exp,"['Accounting/Finance', 'Accounting', 'Finance', 'Construction']"
Quality Assurance,Al Asdekaa Group for Dairies Production and Trading -,https://wuzzuf.net/jobs/careers/ElAsdekaa-for-Dairy-industries-Egypt-70651,"Bourj Alarab, Alexandria, Egypt",Full Time / On-site,Entry Level,1 - 3 Yrs of Exp,"['Quality', 'FMCG', 'QA', 'Quality Assurance']"
Digital Marketing Manager,Resource options  -,https://wuzzuf.net/jobs/careers/Resource options-Egypt-125733,"Nasr City, Cairo, Egypt",Full Time / On-site / Part Time,Experienced,4 - 10 Yrs of Exp,"['Creative/Design/Art', 'Marketing/PR/Advertising', 'Motion Graphics', 'Motion Design', 'Advertising', 'Digital', 'Digital Marketing', 'digital marketing', 'E-Marketing', 'Google Adwords']"
Customer Service Team Lead,Cartlow -,https://wuzzuf.net/jobs/careers/Cartlow-Egypt-107076,"Maadi, Cairo, Egypt",Full Time / On-site,Experienced,1 - 3 Yrs of Exp,"['Customer Service/Support', 'Customer Support', 'Customer Service', 'Leadership', 'Customer Care', 'Communication skills']"
Customer Service Coordinator,Avetti Commerce FZCO -,https://wuzzuf.net/jobs/careers/Avetti Commerce FZCO-United Arab Emirates-119035,"Dubai, United Arab Emirates",Part Time / Remote,Entry Level,1 - 5 Yrs of Exp,"['Administration', 'Customer Service/Support', 'Customer Service', 'Customer Care', 'English', 'Communication', 'Ecommerce']"
Senior Technical Support Specialist(Infrastructure & Networking exp),SITA -,https://wuzzuf.net/jobs/careers/SITA-Qatar-113702,"Riyadh, Saudi Arabia",Full Time,Experienced,Installation/Maintenance/Repair,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Technical Support', 'Computer Science', 'Customer Service', 'Customer Support', 'Customer Care', 'Installation']"
Accountant,Ezzelarab AAST -,https://wuzzuf.net/jobs/careers/-124441,"Cairo, Egypt",Full Time / On-site,Experienced,1 - 4 Yrs of Exp,"['Accounting/Finance', 'Accounting', 'accountant']"
Import Specialist,Sunshine For Logistic Service s  -,https://wuzzuf.net/jobs/careers/Sunshine For Logistic Services-Egypt-112254,"New Cairo, Cairo, Egypt",Full Time / On-site,Experienced,2 - 4 Yrs of Exp,"['males_only', 'Logistics/Supply Chain', 'Import', 'freight', 'Logistics', 'Microsoft Office', 'Shipping', 'Supply Chain']"
purchasing agent \ buyer,Cow Gifts -,https://wuzzuf.net/jobs/careers/Cow-Gifts-Egypt-1348,"New Cairo, Cairo, Egypt",Full Time / On-site,Experienced,5 - 10 Yrs of Exp,"['males_only', 'Purchasing/Procurement', 'Purchasing', 'Supply Chain', 'Logistics', 'Sales', 'Sales Target', 'Sales Skills', 'Communication Skills', 'Procurement', 'Suppliers']"
Executive HR Admin,Options -,https://wuzzuf.net/jobs/careers/Options-Egypt-32852,"Mohandessin, Giza, Egypt",Full Time / On-site,Experienced,1 - 4 Yrs of Exp,"['Administration', 'Human Resources', 'Operations/Management', 'Admin', 'Administration', 'Communication', 'HR', 'English', 'Office management']"
Sales & Marketing Executive,CompuTouch -,https://wuzzuf.net/jobs/careers/CompuTouch-Egypt-126310,"Mohandessin, Giza, Egypt",Full Time / On-site,Entry Level,0 - 1 Yrs of Exp,"['Marketing/PR/Advertising', 'Sales/Retail', 'Marketing', 'Sales', 'sales skills', 'Sales Target', 'Marketing executive', 'Executive', 'Communication', 'CRM']"
Internal Audit Section Head,Cairo Three A  for International Industries. -,https://wuzzuf.net/jobs/careers/Cairo-Three-A--for-International-Industries--Egypt-38143,"Cairo, Egypt",Full Time / On-site,Experienced,7 - 10 Yrs of Exp,"['Accounting/Finance', 'Audit', 'Auditing', 'CIA', 'CPA', 'ERP', 'Internal audit', 'English']"
Sales Manager,Yopack For Carton Manufacturing -,https://wuzzuf.net/jobs/careers/Yopack-For-Carton-Manufacturing-Egypt-124894,"10th of Ramadan City, Cairo, Egypt",Full Time / On-site,Manager,1 - 3 Yrs of Exp,"['Sales/Retail', 'Administration', 'Business Administration', 'Communication', 'CRM', 'Sales', 'sales skills', 'Sales Target']"
Purchasing Specialist (Bakery & Pastry),Bakeland Egypt  -,https://wuzzuf.net/jobs/careers/Bakeland-Egypt-Egypt-50602,"10th of Ramadan City, Cairo, Egypt",Full Time / On-site,Experienced,2 - 10 Yrs of Exp,"['males_only', 'Logistics/Supply Chain', 'Manufacturing/Production', 'Purchasing/Procurement', 'Procurement', 'Purchasing', 'Logistics', 'supply chain management', 'Supply Chain']"
Cost Controller,Energya Steel Fabrication- Elsweedy Helal -,https://wuzzuf.net/jobs/careers/Energya-Steel-Solutions-Egypt-48605,"10th of Ramadan City, Sharqia, Egypt",Full Time / On-site,Experienced,5 - 7 Yrs of Exp,"['Accounting/Finance', 'Engineering - Construction/Civil/Architecture', 'Manufacturing/Production', 'Accounting', 'Business Administration', 'Communication skills', 'CMA', 'Construction', 'Cost', 'Control']"
Sales Specialist,Niche Magazine -,https://wuzzuf.net/jobs/careers/Niche-Magazine-Egypt-Egypt-125341,"Maadi, Cairo, Egypt",Full Time / On-site,Experienced,1 - 3 Yrs of Exp,"['females_preferred', 'Business Development', 'Customer Service/Support', 'Sales/Retail', 'sales skills', 'Sales Target', 'Sales', 'Business Development', 'Marketing', 'Communication', 'CRM']"
Sales Back Office - Alex,Fine Hygienic Holding -,https://wuzzuf.net/jobs/careers/Nuqul-Group---Fine-Egypt-Egypt-3071,"Smouha, Alexandria, Egypt",Full Time / On-site,Entry Level,1 - 3 Yrs of Exp,"['Administration', 'Customer Service/Support', 'Sales/Retail', 'Communication skills', 'Negotiation', 'Microsoft Office', 'Sales Target', 'order management', 'Customer Support', 'Customer Care']"
Sales Back Office,Fine Hygienic Holding -,https://wuzzuf.net/jobs/careers/Nuqul-Group---Fine-Egypt-Egypt-3071,"6th of October, Giza, Egypt",Full Time / On-site,Entry Level,1 - 3 Yrs of Exp,"['Administration', 'Customer Service/Support', 'Sales/Retail', 'Communication skills', 'Customer Care', 'Customer Support', 'order management', 'Order Tracking', 'Negotiation', 'Microsoft Excel']"
Internal Auditor,Al-Freeh -,https://wuzzuf.net/jobs/careers/Al-Freeh-Egypt-99651,"Maadi, Cairo, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Accounting/Finance', 'Quality', 'Analyst/Research', 'Accounting', 'Accounting Software', 'auditor', 'Auditing', 'Computer Skills', 'MS Office', 'Internal auditor']"
Medical Claims Team Leader (Medicine universities ONLY),Mersal  -,https://wuzzuf.net/jobs/careers/Mersal-Egypt-45113,"Maadi, Cairo, Egypt",Full Time / On-site,Experienced,4 - 7 Yrs of Exp,"['Medical/Healthcare', 'Healthcare', 'Management', 'Communication skills', 'excel', 'Medical', 'Medical Claims', 'Claims Management', 'Claims Auditing']"
Junior Accountant,GROOVY Medical Spa -,https://wuzzuf.net/jobs/careers/GROOVY-Medical-Spa-Egypt-17863,"Heliopolis, Cairo, Egypt",Full Time / On-site,Experienced,1 - 2 Yrs of Exp,"['females_only', 'Accounting/Finance', 'Administration', 'Banking', 'ACCA', 'ACA', 'Accounting', 'Microsoft Office', 'CIMA', 'computer software', 'Finance']"
Tax Accountant,Outservingplus -,https://wuzzuf.net/jobs/careers/Outservingplus-Egypt-75652,"Giza, Egypt",Full Time / On-site,Experienced,2 - 5 Yrs of Exp,"['Accounting/Finance', 'Banking', 'Tourism/Travel', 'accountant', 'Accounting', 'Accounting Software', 'Bookkeeping', 'CMA', 'CPA', 'excel']"
Payroll and Personnel Section Head,CARE PHARMACIES -,https://wuzzuf.net/jobs/careers/CARE-PHARMACY-Egypt-33423,"Manial, Cairo, Egypt",Full Time / On-site,Experienced,7 - 8 Yrs of Exp,"['Human Resources', 'Labor Law', 'Human Resources (HR)', 'Personnel', 'Payroll', 'Egyptian Labor Law', 'excel']"
Quality Assurance Manager - Food Industry,Great Foods -,https://wuzzuf.net/jobs/careers/Great-Foods-Egypt-37766,"Bourj Alarab, Alexandria, Egypt",Full Time / On-site,Manager,7 - 10 Yrs of Exp,"['Quality', 'Communication', 'Engineering', 'Agriculture', 'food safety', 'Quality Assurance', 'Quality Control', 'Quality Management', 'Food', 'Management']"
Sales Executive,Polaris for Logistics service -,https://wuzzuf.net/jobs/careers/Polaris for Logistics service-Egypt-126680,"New Cairo, Cairo, Egypt",Full Time / On-site,Experienced,2 - 3 Yrs of Exp,"['Sales/Retail', 'Sales Executive', 'Sales Target', 'sales skills', 'Sales']"
Digital Marketing Manager,IEL Lawfirm     -,https://wuzzuf.net/jobs/careers/IEL Lawfirm-United Arab Emirates-118467,"Cairo, Egypt",Full Time / On-site,Manager,4 - 5 Yrs of Exp,"['Marketing/PR/Advertising', 'Digital Marketing', 'Advertising', 'E-Marketing', 'Design', 'Content', 'Digital', 'digital marketing', 'SEO', 'Social Media']"
Cost Accountant,Lakers -,https://wuzzuf.net/jobs/careers/Lakers-Egypt-124549,"Abu Alnumros, Giza, Egypt",Full Time / On-site,Entry Level,1 - 5 Yrs of Exp,"['Accounting/Finance', 'Cost Analyst', 'Finance', 'GAAP', 'analytical', 'accountant', 'Accounting', 'Cost', 'Cost Accountant', 'Cost Accounting']"
Recruitment and Admissions Coordinator,Universities of Canada in Egypt -,https://wuzzuf.net/jobs/careers/Universities-of-Canada-in-Egypt-9537,"Cairo, Egypt",Full Time / On-site,Entry Level,2 - 4 Yrs of Exp,"['Other', 'Communication skills', 'English', 'Microsoft Office']"
"Assurance - Core Assurance - Manager - Dubai, UAE",PwC Middle East -,https://wuzzuf.net/jobs/careers/pwc-middle-east-saudi-arabia-128421,"Dubai, United Arab Emirates",Full Time,Experienced,IT/Software Development,"['Quality', 'Engineering - Telecom/Technology', 'Quality Assurance', 'Quality Control', 'Quality', 'QA', 'Engineering', 'Computer Science', 'Information Technology (IT)']"
Technical Office Civil Engineer,Amer Vision Group -,https://wuzzuf.net/jobs/careers/Amer-vision-Egypt-64043,"Sheraton, Cairo, Egypt",Full Time / On-site,Experienced,2 - 6 Yrs of Exp,"['Engineering - Construction/Civil/Architecture', 'Civil', 'Civil Engineering', 'AutoCAD', 'Management', 'Time Management', 'Engineering', 'Projects']"
Junior Architect- Technical Office,Constructive -,https://wuzzuf.net/jobs/careers/Constructive-Egypt-89584,"Sheikh Zayed, Giza, Egypt",Full Time / On-site,Entry Level,4 - 7 Yrs of Exp,"['Engineering - Construction/Civil/Architecture', 'architectural', 'Architectural Engineering', 'Architecture', 'Drawings', 'Shop Drawings', 'Technical Office', 'TO']"
Accountant,Confidential -,,"Giza, Giza, Egypt",Full Time / On-site,Experienced,2 - 4 Yrs of Exp,"['males_only', 'Accounting/Finance', 'Microsoft Office', 'Accounting', 'Financial Analysis', 'Finance', 'Financial Management']"
Operations Manager,eClerx  -,https://wuzzuf.net/jobs/careers/eClerx-Egypt-115999,"Cairo, Egypt",Full Time / On-site,Manager,Operations/Management,"['Contact Center', 'CRM', 'Leadership', 'Management', 'Operations', 'operations manager', 'Performance']"
Managed Services - Cybersecurity Managed Services - Manager,PwC Middle East -,https://wuzzuf.net/jobs/careers/pwc-middle-east-saudi-arabia-128421,"Riyadh, Saudi Arabia",Freelance / Project,Experienced,Administration,"['Customer Service/Support', 'Sales/Retail', 'Customer Service', 'Customer Care', 'Customer Support', 'Sales', 'Sales Skills', 'Microsoft Office', 'Administration']"
Enterprise Account Executive - Telecoms - DACH Territory - German Speaker,Canonical -,https://wuzzuf.net/jobs/careers/Canonical-Saudi Arabia-126640,"Riyadh, Saudi Arabia",Full Time,Experienced,Customer Service/Support,"['Marketing/PR/Advertising', 'Sales/Retail', 'Sales', 'Customer Service', 'Sales Skills', 'Customer Care', 'Customer Support', 'Sales Target', 'Marketing']"
General Accountant,Second home hospitality  -,https://wuzzuf.net/jobs/careers/Second home hospitality-Egypt-102169,"Nasr City, Cairo, Egypt",Full Time / On-site,Entry Level,0 - 2 Yrs of Exp,"['Accounting/Finance', 'Accounting', 'Accounting Software', 'CMA', 'CPA', 'excel', 'Finance', 'Financial Analysis', 'Financial Management', 'GAAP']"
Oracle Apps Developer,Ahram Security Group -,https://wuzzuf.net/jobs/careers/Ahram-Security-Group-Egypt-9898,"10th of Ramadan City, Sharqia, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['IT/Software Development', 'computer', 'Computer Science', 'ERP', 'Information Technology (IT)', 'Software Development', 'APIs', 'APEX', 'BI', 'EBS']"
HR Assistant,Procrew -,https://wuzzuf.net/jobs/careers/Procrew-Egypt-48518,"San Stefano, Alexandria, Egypt",Internship / On-site,Entry Level,Administration,"['Human Resources', 'Operations/Management', 'Administration', 'Business Administration', 'business', 'Communication', 'Human Resources', 'Human Resources (HR)']"
Operation Specialist (North cost),JoviTronix  -,https://wuzzuf.net/jobs/careers/JoviTronix-Egypt-16391,"North Coast, Matruh, Egypt",Freelance / Project / On-site,Entry Level,3 - 10 Yrs of Exp,"['Customer Service/Support', 'Communication skills', 'Customer Care', 'Logistics', 'Customer Service', 'Operations', 'Communication', 'Customer Satisfaction']"
Accounting Manager - Facility Management,Beta Developments -,https://wuzzuf.net/jobs/careers/Beta-Egypt-Egypt-12639,"6th of October, Giza, Egypt",Full Time / On-site,Manager,10 - 12 Yrs of Exp,"['males_only', 'Accounting/Finance', 'Operations/Management', 'Finance', 'Accounting', 'Financial Analysis', 'Financial Management', 'Accounting Software', 'Financial', 'ERP', 'ERP systems']"
General Accountant,ISTQSERVERS  -,https://wuzzuf.net/jobs/careers/الاستقرار للبرمجة-Egypt-118221,"Maadi, Cairo, Egypt",Full Time / On-site,Experienced,3 - 6 Yrs of Exp,"['Accounting/Finance', 'Accounting', 'Accounts Payable', 'Accounts Receivable', 'Finance', 'Financial', 'Financial Analysis']"
Senior Electrical Technical Office Engineer,ARX Developments -,https://wuzzuf.net/jobs/careers/-125841,"Cairo, Egypt",Full Time / On-site,Experienced,5 - 7 Yrs of Exp,"['Engineering - Mechanical/Electrical', 'Electrical Engineering', 'Electrical', 'Technical Office', 'Engineering', 'AutoCAD', 'Lighting', 'Microsoft Office', 'Power', 'Projects']"
Inventory Replenishment Coordinator,Spinneys Egypt -,https://wuzzuf.net/jobs/careers/Spinneys-Egypt-Egypt-721,"New Cairo, Cairo, Egypt",Full Time / On-site,Entry Level,1 - 3 Yrs of Exp,"['Logistics/Supply Chain', 'Business Administration', 'inventory', 'Logistics', 'Administration', 'Procurement']"
SR. Logistics Specialist,Confidential -,,"6th of October, Giza, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Logistics/Supply Chain', 'Operations/Management', 'Quality', 'Supply', 'Accounting', 'Logistics', 'Microsoft Office', 'Software', 'Purchasing', 'supply chain management']"
Receptionist for Dental Center,Al fawzy dental -,https://wuzzuf.net/jobs/careers/Al-fawzy-dental-Egypt-49668,"Downtown, Cairo, Egypt",Full Time / On-site,Experienced,2+ Yrs of Exp,"['Accounting/Finance', 'Administration', 'Customer Service/Support', 'Administration', 'Customer Relations', 'Front Office Management', 'Public Relations', 'Customer Care']"
Junior Payroll Specialist,Ferrometalco steel construction -,https://wuzzuf.net/jobs/careers/-115963,"Belbes, Sharqia, Egypt",Full Time / On-site,Entry Level,1 - 5 Yrs of Exp,"['Human Resources', 'Human Resources (HR)', 'Microsoft Excel', 'Labor', 'Human Resources', 'HR', 'excel', 'Communication', 'Payroll']"
Accountant,AME GROUP -,https://wuzzuf.net/jobs/careers/AME-GROUP-Egypt-126364,"Madinaty, Cairo, Egypt",Full Time / On-site,Experienced,5 - 10 Yrs of Exp,"['Accounting/Finance', 'Finance', 'Communication', 'Accounts payable', 'Business', 'Accounting', 'Excel', 'CPA', 'CMA', 'Financial Analysis']"
Assurance - External Audit Senior Associate - (Energy) Dhahran,PwC Middle East -,https://wuzzuf.net/jobs/careers/pwc-middle-east-saudi-arabia-128421,"Riyadh, Saudi Arabia",Full Time,Entry Level,IT/Software Development,"['Quality', 'Engineering - Telecom/Technology', 'Quality Assurance', 'Quality Control', 'Quality', 'QA', 'Engineering', 'Computer Science', 'Information Technology (IT)']"
Senir Cost Accountant - Flexible Packaging,Good Seal Packaging   -,https://wuzzuf.net/jobs/careers/Good Seal Packaging-Egypt-111165,"10th of Ramadan City, Cairo, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Accounting/Finance', 'Analyst/Research', 'Cost Accountant', 'Accounting', 'Cost Analyst', 'Financial Analysis', 'excel', 'Finance', 'Cost', 'accountant']"
Accounting Supervisor,Confidential -,,"New Cairo, Cairo, Egypt",Full Time / On-site,Experienced,5 - 10 Yrs of Exp,"['Accounting/Finance', 'Accounting', 'Accounting Supervisor', 'excel', 'Finance', 'Management', 'Financial Management', 'Financial Analysis', 'Computer Skills']"
Moderator,je-x -,https://wuzzuf.net/jobs/careers/je-x-Egypt-119960,"New Cairo, Cairo, Egypt",Full Time / On-site,Experienced,1 - 2 Yrs of Exp,"['Customer Service/Support', 'Marketing/PR/Advertising', 'Media/Journalism/Publishing', 'E-Marketing', 'media', 'Moderator', 'Social Media', 'Marketing']"
Network Security Administrator,Seoudi Supermarket -,https://wuzzuf.net/jobs/careers/United-Grocers-Egypt-16038,"Sheikh Zayed, Giza, Egypt",Full Time / On-site,Entry Level,1 - 3 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'CCNA', 'Computer Science', 'Engineering', 'firewalls', 'Information Technology (IT)', 'network', 'Network Administration', 'Networking']"
Unit Manager,Misr International Hospital -,https://wuzzuf.net/jobs/careers/-104632,"Dokki, Giza, Egypt",Full Time / On-site,Entry Level,1 - 2 Yrs of Exp,"['Medical/Healthcare', 'Pharmaceutical', 'Outpatient Clinic', 'Medical', 'Healthcare', 'Pharmacy', 'quality', 'Management']"
AP Accountant,Confidential -,,"Smart Village, Giza, Egypt",Full Time / On-site,Experienced,1 - 3 Yrs of Exp,"['Accounting/Finance', 'Oracle Fusion', 'AP', 'Accounting', 'Payable Accounting']"
Warehouse Specialist,Seoudi Supermarket -,https://wuzzuf.net/jobs/careers/United-Grocers-Egypt-16038,"6th of October, Giza, Egypt",Full Time / On-site,Entry Level,1 - 2 Yrs of Exp,"['Administration', 'Logistics/Supply Chain', 'Operations/Management', 'Analysis', 'Logistics', 'Supply', 'Supply Chain', 'Warehouse', 'Warehousing', 'is']"
Warehouse Manager,Confidential -,,"khanka, Qalubia, Egypt",Full Time / On-site,Manager,8 - 12 Yrs of Exp,"['males_only', 'Accounting/Finance', 'Logistics/Supply Chain', 'Operations/Management', 'Manager', 'Administration', 'People Management', 'Logistics', 'supply chain management', 'Warehouse Management']"
Account Manager,Egylifts -مصاعد مصر -,https://wuzzuf.net/jobs/careers/-112826,"Nozha, Cairo, Egypt",Full Time / On-site,Experienced,5 - 8 Yrs of Exp,"['Customer Service/Support', 'Sales/Retail', 'Communication skills', 'Sales', 'Skills', 'Customer Service', 'sales skills', 'Sales Target', 'Communication']"
Brand Manager,Milkys - The Milkman -,https://wuzzuf.net/jobs/careers/Milkys-8207,"Sheikh Zayed, Giza, Egypt",Full Time / On-site,Manager,6 - 8 Yrs of Exp,"['Marketing/PR/Advertising', 'Advertising', 'Brand Management', 'Brand', 'Project Management', 'FMCG', 'Market Research', 'Presentation Skills', 'Leadership', 'Branding']"
Sales Executive - Auto Loan,Aman  -,https://wuzzuf.net/jobs/careers/Aman-Egypt-18390,"6th of October, Giza, Egypt",Full Time / Hybrid,Entry Level,1 - 3 Yrs of Exp,"['Sales/Retail', 'Automotive', 'Sales', 'sales skills', 'Sales Target', 'Presentation', 'learning', 'Skills', 'Customer Service']"
Planning Manager,Al monairy -,https://wuzzuf.net/jobs/careers/Al-monairy-Egypt-15078,"Alsadat City, Monufya, Egypt",Full Time / On-site,Manager,5 - 7 Yrs of Exp,"['males_only', 'Logistics/Supply Chain', 'Food', 'Industrial', 'Manufacturing', 'Production', 'Sales', 'Supply Chain']"
Quality Engineer,Emdad Al Khebrat -,https://wuzzuf.net/jobs/careers/Emdad Al Khebrat-Saudi Arabia-126931,"Riyadh, Saudi Arabia",Full Time,Entry Level,IT/Software Development,"['Quality', 'Engineering - Telecom/Technology', 'Quality Control', 'Engineering', 'Quality Assurance', 'Quality', 'Computer Science', 'Information Technology (IT)', 'Software Testing']"
Reliability Engineer,"KBR, Inc. -","https://wuzzuf.net/jobs/careers/kbr,-inc.-united-arab-emirates-128346","Riyadh, Saudi Arabia",Full Time,Entry Level,IT/Software Development,"['Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'Engineering', 'AWS', 'Computer Science', 'Information Technology (IT)', 'Mechanical Engineering', 'DevOps', 'Electrical Engineering']"
Officer - Finance Operations,Almosafer -,https://wuzzuf.net/jobs/careers/Almosafer-Egypt-19271,"Mohandessin, Giza, Egypt",Full Time / On-site,Entry Level,1 - 3 Yrs of Exp,"['Accounting/Finance', 'Accounting', 'ERP', 'Finance', 'English', 'SAP', 'Tourism', 'Travel', 'Microsoft Office', 'Financial Accounting']"
Senior IT Operation Engineer,Roya Developments -,https://wuzzuf.net/jobs/careers/Roya-Developments-Egypt-72895,"Sheraton, Cairo, Egypt",Full Time / Hybrid,Experienced,4 - 8 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'CCNA', 'Information Technology (IT)', 'IT', 'Configuration', 'Computer Science', 'Troubleshooting', 'Software Development']"
Payroll Specialist,Confidential -,,"Sheraton, Cairo, Egypt",Full Time / On-site,Experienced,2 - 4 Yrs of Exp,"['males_only', 'Human Resources', 'Payroll', 'insurance law', 'compensations', 'Tax Law', 'Human Resources (HR)', 'Microsoft Office']"
Mechanical Procurement Engineer,New Plan  -,https://wuzzuf.net/jobs/careers/AlKhalil-Egypt-32501,"Heliopolis, Cairo, Egypt",Full Time / On-site,Experienced,3 - 6 Yrs of Exp,"['Purchasing/Procurement', 'Engineering - Mechanical/Electrical', 'Mechanical', 'Mechanical Engineering', 'Engineering', '3D', 'AutoCAD', 'Design', 'Maintenance', 'technical']"
Electrical Procurement Engineer,New Plan  -,https://wuzzuf.net/jobs/careers/AlKhalil-Egypt-32501,"Heliopolis, Cairo, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Purchasing/Procurement', 'Engineering - Mechanical/Electrical', 'Communication', 'Design', 'Electrical', 'Engineering', 'Electrical manufacturing', 'Electrical Engineering']"
Project Manager,Wadi Group -,https://wuzzuf.net/jobs/careers/Wadi-Group-Egypt-7062,"Aswan, Aswan, Egypt",Full Time / On-site,Manager,10 - 15 Yrs of Exp,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Project/Program Management', 'Computer Science', 'Engineering', 'Experience', 'Information Technology (IT)', 'Managing', 'Planning', 'Project Management']"
Real Estate Accountant,Confidential -,,"New Cairo, Cairo, Egypt",Full Time / On-site,Entry Level,1 - 3 Yrs of Exp,"['Accounting/Finance', 'Accounting', 'Real Estate', 'Finance', 'real estat accountat']"
Brand Manager,Forem For International trading -,https://wuzzuf.net/jobs/careers/Forem For International trading-Egypt-126485,"Mohandessin, Giza, Egypt",Full Time / On-site,Manager,2 - 10 Yrs of Exp,"['Marketing/PR/Advertising', 'Brand Manager', 'Marketing', 'Advertising', 'Brand', 'Brand Management', 'Branding', 'Digital Marketing', 'digital marketing', 'Management']"
Software Engineer (Frontend),Itechs Group -,https://wuzzuf.net/jobs/careers/Itechs-Egypt-76484,"Nasr City, Cairo, Egypt",Part Time / Remote,Experienced,1 - 4 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'CSS3', 'Git', 'HTML5', 'JavaScript', 'Redux', 'RESTful', 'Information Technology (IT)', 'Software Engineering']"
Senior Accountant-Real Estate,Confidential -,,"New Cairo, Cairo, Egypt",Full Time / Hybrid,Experienced,5 - 10 Yrs of Exp,"['males_only', 'Accounting/Finance', 'Engineering - Construction/Civil/Architecture', 'Sales/Retail', 'Accounting', 'Construction', 'Finance', 'Financial Analysis', 'Real Estate', 'Experience']"
Senior Payroll and Personnel Specialist,Al Ahly Medical Company -,https://wuzzuf.net/jobs/careers/Al-Ahly-Medical-Company-Egypt-7459,"Giza, Giza, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Accounting/Finance', 'Administration', 'Human Resources', 'Administration', 'business', 'Business Administration', 'Communication', 'Communication skills', 'Human Resources (HR)', 'Management']"
French Customer Service,Intouch CX  -,https://wuzzuf.net/jobs/careers/Intouch-CX-Egypt-95363,"Maadi, Cairo, Egypt",Full Time / On-site,Entry Level,Customer Service/Support,"['Customer Care', 'c1', 'B2', 'Customer Service', 'Customer Support', 'french']"
French customer support,Intouch CX  -,https://wuzzuf.net/jobs/careers/Intouch-CX-Egypt-95363,"Maadi, Cairo, Egypt",Full Time / On-site,Entry Level,Customer Service/Support,"['Customer', 'Customer Care', 'Customer Service', 'Customer Support', 'french', 'Support']"
Bilingual French Call Center Account,Intouch CX  -,https://wuzzuf.net/jobs/careers/Intouch-CX-Egypt-95363,"Maadi, Cairo, Egypt",Full Time / On-site,Entry Level,Customer Service/Support,"['Call Center', 'Customer Service', 'Customer Care']"
Purchasing Coordinator,Mobility Pro DMCC -,https://wuzzuf.net/jobs/careers/Mobility-Pro-DMCC-Egypt-28357,"Azarita, Alexandria, Egypt",Full Time / On-site,Entry Level,0 - 2 Yrs of Exp,"['Logistics/Supply Chain', 'Purchasing/Procurement', 'Procurement', 'ERP', 'Microsoft Office', 'Purchasing', 'Management', 'Communication']"
Mechanical Engineer – Water and Pumping Stations,La Poire -,https://wuzzuf.net/jobs/careers/La-Poire-Egypt-13221,"Masr Al Qadima, Cairo, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Engineering - Mechanical/Electrical', 'AutoCAD', 'Mechanical Engineering', 'Pumping', 'Pumping stations', 'Pumps']"
Civil Engineer,Al monairy -,https://wuzzuf.net/jobs/careers/Al-monairy-Egypt-15078,"Alsadat City, Monufya, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['males_only', 'Engineering - Construction/Civil/Architecture', 'Creative/Design/Art', 'Project/Program Management', 'Architecture', '3D', 'AutoCAD', 'Civil', 'civil 3d', 'Civil Engineering', 'Communication']"
Junior Accountant,Kassab Stone  -,https://wuzzuf.net/jobs/careers/Kassab Stone-Egypt-123161,"Badr City, Cairo, Egypt",Full Time / On-site,Entry Level,1 - 3 Yrs of Exp,"['Accounting/Finance', 'Banking', 'Accounting', 'Finance', 'Financial Analysis', 'Microsoft Office']"
Sales Operations Supervisor-Real Estate,Confidential -,,"Sheikh Zayed, Giza, Egypt",Full Time / On-site,Experienced,5 - 7 Yrs of Exp,"['Other', 'Operations', 'Sales', 'Communication', 'Real Estate']"
Senior Officer - Group Insurance,Transguard Group -,https://wuzzuf.net/jobs/careers/Transguard Group-United Arab Emirates-126685,"Dubai, United Arab Emirates",Full Time,Entry Level,Accounting/Finance,"['Administration', 'Human Resources', 'Microsoft Office', 'Finance', 'Accounting', 'Business Administration', 'Administration', 'Human Resources (HR)', 'Commerce']"
Marketing Specialist,Saudi German Hospital  -,https://wuzzuf.net/jobs/careers/Saudi-German-Hospital-Egypt-31807,"Agami, Alexandria, Egypt",Full Time / On-site,Entry Level,1+ Yrs of Exp,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing', 'media', 'Marketing']"
Receivables Accountant,Grand Plast  -,https://wuzzuf.net/jobs/careers/Grand-Plast-Egypt-58354,"Cairo, Egypt",Full Time / On-site,Experienced,1 - 3 Yrs of Exp,"['males_only', 'Accounting/Finance', 'Accounting', 'Accounting principles', 'Accounts Receivable', 'Finance', 'MS Excel']"
